CAL851	HCC2218	HCC70	KPL1	EFM192A	CAL51	EFM19	CAL120	JIMT1	HDQP1	ZR751	HCC38	HCC1143	HCC1187	HCC1395	HCC1500	HCC1806	HCC1937	HCC1954	AU565	BT549	MDAMB453	MDAMB468	T47D	BT20	CAMA1	MCF7	MDAMB157	MDAMB231
C24:1 SM	5.9399202	5.9093607	6.164377	6.0800382	6.0027539	5.8207165	5.561977	5.9047639	6.1000895	5.8839763	5.8052788	6.0906259	5.8344661	6.613335	5.7706946	5.7446563	5.757639	5.0432011	5.9405294	5.9350376	5.6104522	5.5939812	6.0637814	5.7084302	6.179397	5.7896147	6.0433534	5.7690715	5.9203657
C24:0 SM	5.9132993	6.20557	6.144355	5.9061816	5.9907549	5.7258197	5.6120344	5.9658672	6.1520619	6.3032448	5.7196804	6.0662704	5.7365213	6.9383673	5.4995315	5.2954279	5.8313069	5.501898	5.7670636	6.0226989	5.720338	5.9380928	6.0543058	5.5885887	6.2801518	5.9613537	5.6780975	5.8060571	6.0597616
C34:2 DAG	4.8089275	6.3456013	6.0340205	5.7121859	5.1839666	5.3128387	5.3619758	5.3674866	5.5968564	5.0350965	6.2020428	5.1381136	5.2183534	6.9422354	5.4836828	6.6591634	6.453971	5.0321834	5.5739661	5.896748	6.4598505	5.976605	4.6981861	5.5418561	5.2204416	5.7972816	5.1506759	5.2777373	5.2964441
C34:1 DAG	5.5009762	6.2077949	5.5151142	5.5297414	5.5361077	5.5311031	5.6204683	6.3336818	6.0713073	5.0028197	6.5163484	5.4122805	5.5249943	6.3051817	5.9608284	5.3271278	6.1287038	5.4957174	6.4232404	5.976353	5.5577198	5.95592	5.8919387	6.6793226	5.6554189	5.8730147	5.722368	5.9889944	5.6697581
C36:2 DAG	5.4267757	6.119921	5.5501009	5.6745596	5.5263125	5.9017646	5.6860648	6.0748533	5.7162578	5.0568107	6.4599433	5.4252827	5.7166304	6.3545527	5.8775215	5.6835916	6.3180913	6.0315908	6.2833326	5.9634073	5.8837023	5.422735	5.720619	6.4813961	5.663781	5.6774399	5.8102196	5.9749415	5.793063
C36:1 DAG	5.6727913	5.9531574	5.1197036	5.7606577	5.299492	5.7134412	5.7183867	6.2464039	5.7696167	5.3986062	6.1774416	5.6541492	5.7033563	6.5351957	5.7874475	5.6184935	5.9569454	5.327828	6.3486881	5.874708	5.5716483	5.8643198	5.8848381	6.2485904	5.9375759	5.8970394	5.5626152	5.9529749	5.9475251
C14:0 CE	5.8203247	5.5736078	5.7852889	5.4270485	5.9352859	6.1163485	5.8801323	6.0650649	5.9837861	5.5794456	5.772425	5.8735634	5.7833414	6.5757392	6.1584559	5.9439292	6.1761648	5.8164554	5.881854	5.7541589	5.9274484	5.816221	5.8717111	6.0939141	5.8281028	5.728626	5.9669623	6.0169704	6.1568148
C16:1 CE	6.0852469	4.8149532	5.8373131	5.5810811	5.9961367	6.0522337	5.7335304	6.0886612	5.9099056	5.9256355	5.551722	5.9238222	5.8357412	6.420414	6.0734853	6.0037146	6.051949	5.3109096	5.8708676	5.5338854	5.8302769	5.8723034	5.9019298	5.8909992	5.8826662	5.3882705	5.891868	5.9354658	6.1070106
C16:0 CE	5.8811617	5.1450821	5.8010681	5.7397226	5.8195974	5.8728315	5.8282939	5.9864446	5.8522655	5.8637068	5.6509567	5.8845322	5.9561428	6.3666267	6.1590799	5.8160605	5.9958072	5.0552523	5.8860806	5.7050558	5.883806	5.9631803	5.8919613	5.9426779	5.9176453	5.4299713	5.6366175	6.0681736	6.0363131
C18:3 CE	5.9810083	4.9686849	5.8476603	5.3284076	5.9815973	6.0478404	5.9810564	6.057091	5.7392513	5.8664348	5.5591338	6.1906386	5.7995331	5.7672904	6.0698546	6.2511963	6.291784	5.4601655	5.9120036	5.4134652	5.991806	5.8596309	6.0806297	5.8255556	5.885946	5.7814845	5.8053574	5.8616076	6.2023528
C18:2 CE	6.1514762	4.8306387	5.9705309	5.6560004	6.0802596	5.9619292	5.8567443	6.1971097	5.8762728	5.8712467	5.4034587	5.9672838	5.9002541	6.2778348	6.2242058	6.048012	6.1690154	4.7965778	5.8134422	5.53378	5.8449115	5.9621864	5.8978184	5.7367049	5.8614285	5.1785863	5.98376	5.8384305	6.2156407
C18:1 CE	6.0337587	5.013551	5.7018174	5.6602223	5.9208082	5.961726	5.799208	5.9978415	5.8688512	5.7635239	5.6266412	5.8375845	5.7859215	6.4613031	6.1083288	5.9998773	6.0545889	4.5898367	5.9136613	5.6593743	5.9075361	5.894579	5.8591884	5.9019257	5.7721587	5.5200591	5.7209068	5.9879739	6.094379
C18:0 CE	5.8053447	5.2506435	5.617558	5.7288094	5.7443166	5.8995492	6.0691149	5.8914006	5.7802005	5.9987689	5.4425031	5.7912049	5.7637525	6.7881423	5.8821816	6.1084885	6.0386237	5.4264973	5.9643881	5.7102963	5.7277577	5.7549212	5.9233279	5.8902383	5.7808234	5.8592353	5.3929229	6.3544653	6.4927877
C20:5 CE	6.146333	5.0011083	5.8044682	5.6622053	5.9611516	6.0672698	5.7419505	6.0237913	5.754641	5.8223979	5.3611986	5.9773365	5.8517004	5.7314833	6.1782585	5.9381048	6.0559887	5.3045447	5.7461171	5.4803828	5.9981784	5.8965796	5.9867615	5.8719208	5.8797831	5.6632745	5.877459	6.0587839	6.2458179
C20:4 CE	6.0957674	4.647532	5.8920169	5.5107102	5.9821262	6.0482907	5.7909583	6.0935453	5.8141262	5.866191	5.45614	5.9957114	5.8917639	5.6401152	6.1166908	6.0651997	6.1231846	4.3464795	5.8487416	5.5223699	5.8807989	5.9893313	5.9515838	5.7708077	5.9242565	5.1879628	5.8455301	5.890597	6.199429
C20:3 CE	6.0847727	5.1362476	5.7803419	5.3931494	5.96884	6.0380643	5.7842311	6.1679137	5.8035794	5.8840816	5.3816061	5.8991004	5.9041432	6.2592633	6.1804083	5.941946	6.1445601	5.41737	5.8914901	5.6802402	5.9023093	5.8083983	5.8928901	5.5806416	5.890362	5.7394532	5.7726771	5.9863437	6.3977188
C22:6 CE	6.1559005	5.1668504	5.6643933	5.5669447	6.0011369	6.0998742	5.4528277	6.1263399	5.9050403	5.924597	5.2448131	5.8938251	5.8067649	5.7985306	6.2866955	5.9363531	6.0493358	5.3044787	5.8446478	5.4317416	6.0899994	5.7130729	5.8068347	5.8054655	5.7937618	5.498815	5.8635119	6.0023398	6.4559983
C46:2 TAG	5.8663973	7.3064647	6.2137201	6.3992141	6.7667046	5.6192279	6.8335422	5.6657481	5.558409	5.5011678	7.3230096	6.2558718	6.3303821	6.8104375	6.1657476	5.996564	5.4666762	6.1745284	5.9269264	7.0251663	5.8111203	6.328065	6.2495287	6.6981127	6.0675256	6.1719536	5.8217052	6.1928669	5.9314735
C46:1 TAG	5.6392221	7.3621365	5.8882695	5.8487656	6.5979398	5.5375521	6.2173288	5.8082812	5.5944891	5.3568561	7.1093059	6.2694894	6.1851436	6.8791579	5.8782341	6.0009122	5.4888339	5.7376847	6.1466263	7.1920281	5.4495328	6.7520897	6.3824735	6.6664889	6.2959589	6.5098744	5.6291245	6.2604651	5.4080905
C46:0 TAG	5.8550583	6.9684398	5.7757704	5.6483774	6.1016458	5.7297077	6.1348097	5.9426806	5.6841171	5.7629053	6.7233407	6.0696202	5.6409769	6.4234134	5.9563709	5.9968964	5.6272303	5.9942803	6.176875	6.7779161	5.6393424	6.7041796	6.0696664	6.4576731	6.2657388	6.6557585	5.6985009	6.2860317	5.7539147
C48:3 TAG	5.8582013	7.0123312	6.4189565	6.6638885	6.3550766	5.2392954	6.8232689	4.895499	5.4718274	5.4893075	7.6586671	6.5571129	6.513286	7.0188683	6.4471362	6.0800089	5.1973104	5.8192447	5.6280609	6.6712495	5.8534534	6.0086772	6.4687824	6.5299181	5.3220994	5.2762318	5.2934299	6.0509421	5.3481197
C48:2 TAG	5.7426934	7.0061032	6.2416431	6.4637125	6.4724812	5.5977872	6.699305	5.6347448	5.8425567	5.2079135	7.0920769	6.1417669	6.2125208	6.9692073	6.0417645	5.9553683	5.6078007	5.2465363	6.0576582	6.9508649	5.4932872	6.3301018	6.2941517	6.6885681	6.0752552	6.2601161	5.7788092	6.1678107	5.3763959
C48:1 TAG	5.6824209	6.8827486	5.6455689	5.5930378	6.2301152	5.5556182	6.0311353	5.7485161	5.626388	5.4232429	6.9030117	5.951464	5.9736229	7.0345816	5.6449704	5.9964533	5.5663189	4.9757768	6.1394733	6.8389981	5.0871719	6.5888243	6.1844028	6.5676891	6.1783361	6.5493427	5.5490161	6.3146228	5.3073167
C48:0 TAG	5.4896757	6.8385244	5.5354219	5.3412145	6.2683476	5.4831559	5.9396861	5.860862	5.6377739	5.8252891	6.7487609	5.7432182	5.5422276	6.7109567	5.2895976	5.8488651	5.5640052	5.418296	6.0203013	6.4842558	5.113339	6.8229583	6.0873816	6.3626153	6.06	6.8420111	5.0849062	6.292771	5.3516901
C50:3 TAG	5.8377667	6.6359717	6.230624	6.522911	6.1409502	5.6220868	6.6367699	5.474077	5.5527883	5.5079643	7.1037607	6.0526722	6.0556018	7.0199903	5.9920559	5.9100957	5.4389159	4.9445105	5.8878102	6.5067307	5.8977745	5.8101603	6.1786435	6.4153487	5.7087703	6.0625768	5.8670998	6.120189	5.2570745
C50:2 TAG	5.8236621	6.5137826	5.8984315	6.169184	5.9716049	5.6213637	6.3345862	5.4624476	5.8509103	5.4309124	6.7606187	5.9948977	5.9152519	7.0968717	5.8384449	5.9235562	5.5714248	4.9785545	6.0675921	6.5836778	5.4396035	6.1059504	6.1250492	6.4958072	5.8660192	6.2543963	5.7498658	6.1404982	5.476702
C50:1 TAG	5.715306	6.4958462	5.4484173	5.2582314	5.8483184	5.6445222	5.9106622	5.7332697	5.6504441	5.7173737	6.5973107	5.7351244	5.6576424	7.0011499	5.5226803	5.7922471	5.5737067	4.8347179	6.080833	6.3668895	5.0742299	6.3989401	5.9676755	6.3684293	6.0254603	6.5916875	5.3518656	6.3299124	5.5104493
C50:0 TAG	5.3985741	6.5796461	5.2893455	5.1955392	5.6233628	5.359707	5.8718154	5.7539824	5.2937819	5.7372857	6.4641167	5.4223174	5.3360286	6.6064176	5.5314723	5.774927	5.5172419	5.7351041	5.9430143	6.2129446	5.394266	6.6901729	5.7954954	6.4147622	5.8180932	6.8564921	5.2926026	6.6324031	6.0410157
C52:5 TAG	5.7272954	6.5248062	5.7360843	5.9167823	6.2164582	5.6625577	6.6467097	5.6563874	5.3265903	5.9151989	6.2497114	5.9979707	6.0348668	6.8818075	6.3676602	5.7758702	5.7274647	5.7165245	6.1853468	6.2986985	6.1514871	5.7454682	6.1115821	5.7824711	5.6234474	6.0221395	5.6053494	6.1973322	5.7445393
C52:4 TAG	5.749164	6.2366981	6.0850293	6.0391493	5.7932556	5.7419074	6.4802938	5.3645801	5.0383025	5.7269416	6.3376358	6.0254323	6.0143691	7.0374066	6.1453174	5.8951011	5.2354904	5.6419086	6.097473	5.9983578	6.1701463	5.6873157	6.0672651	5.8795371	5.6425893	6.0988345	5.5813309	6.1456898	5.7588635
C52:3 TAG	5.791313	6.0586474	6.0513966	6.3174988	5.6714275	5.629869	6.3127777	5.5929957	5.7189847	5.618548	6.5698461	5.9512407	5.7985138	7.0250238	5.942254	5.9379131	5.6225421	5.0246321	5.9233782	6.1772053	5.9157783	5.7182523	6.0270332	6.2225394	5.7935995	6.0579194	5.837003	6.1239785	5.6224165
C52:2 TAG	5.7378453	6.0191127	5.7534245	5.8644923	5.6616272	5.6351593	5.9726234	5.6095733	5.9234861	5.7106688	6.3828759	5.8714351	5.7853866	7.0810294	5.7543109	5.7579995	5.4602432	4.879859	6.0359541	6.2274611	5.4413808	5.8487555	6.0050435	6.2688303	5.8336181	6.2437534	5.6858928	6.1130748	5.5991159
C52:1 TAG	5.6236698	6.120346	5.2905528	5.1303323	5.3968328	5.4757749	5.8178079	5.7711654	5.2785953	5.8481583	6.27262	5.7522768	5.6007185	6.8517859	5.4769577	5.7501536	5.3203622	4.9014341	6.0239771	6.1002295	5.5659288	6.2280148	5.7733508	6.1589175	5.7824594	6.5978288	5.2826033	6.4087573	5.9877096
C54:7 TAG	5.9321123	6.1050042	5.9212582	5.2932614	6.0014276	5.5742806	6.2526067	5.7036884	5.42469	6.0888734	6.1473831	5.8808261	5.9293547	6.7621358	6.1835209	5.7341253	5.8250549	5.8046196	6.2114034	5.9586639	6.177925	5.538693	5.8376301	5.7317216	5.7817138	5.8839375	5.6856272	6.0555447	6.0077751
C54:6 TAG	5.8784557	6.3357023	5.771143	5.553507	6.136071	5.7380805	6.3635581	5.7402838	5.5384885	6.0647347	5.970391	5.8684633	5.9304984	6.8993836	6.344357	5.648722	5.9474898	4.8813713	5.7470034	6.0421194	6.1026425	5.3691574	5.9707502	5.7412818	5.7779902	6.1920363	5.6268682	6.220456	5.9251093
C54:5 TAG	5.8172136	6.2316547	5.8226503	6.0215747	5.5123794	5.803749	6.5328993	5.5824199	5.2759636	5.9137258	5.9996389	6.0868497	5.9357291	7.2969281	6.4266204	5.7458343	4.7086483	4.2475504	6.1344642	5.9219628	6.2189351	5.5155179	6.109335	5.6042064	5.8002486	6.1633656	5.4672817	6.2168886	6.0836628
C54:4 TAG	5.7320724	5.9116587	6.0452062	5.7729531	5.6213389	5.8533712	6.4054061	5.4058551	5.1540154	5.7205376	5.8280396	5.9810149	5.88006	7.1001011	6.2100729	5.8350523	5.3052228	5.4766795	5.6574365	5.8197717	6.095999	5.2049016	5.9565082	5.5376917	5.5775082	6.008198	5.6318008	6.144992	5.8130049
C54:3 TAG	5.848401	5.6549287	6.0143387	6.0223386	5.4342649	5.669696	6.2831627	5.4991478	5.6989384	5.5619913	6.2881091	5.9765762	5.771962	6.9464789	5.8400382	5.8125243	5.625192	4.7059486	5.8365757	5.9471699	5.9653223	5.4788648	5.9468569	6.0399183	5.5560639	6.0303408	6.0171936	6.0923547	5.8364995
C54:2 TAG	5.7142763	5.8496128	5.3005494	5.6274289	5.1615509	5.5871376	5.9425843	5.5128018	5.5558087	5.6143242	6.2840948	6.0003501	5.8081523	6.9932374	5.7094093	5.7849559	5.2519617	4.6992709	6.105762	5.9670356	5.5016653	5.6345517	5.8929729	6.203544	5.7579859	6.379055	5.6048927	6.247729	5.9730399
C54:1 TAG	5.4126043	5.9078725	5.2120969	5.3576169	5.1205139	5.5841214	5.9012257	5.6612466	5.1932719	5.9162373	6.2310332	5.8941692	5.7362587	6.6593128	5.7167592	5.8033012	5.5046167	5.6309953	6.188284	5.9443581	5.6648	5.8162367	5.7015522	6.2391426	5.8965654	6.8042963	5.4521964	6.5374081	6.3934092
C56:8 TAG	5.7967833	5.9675144	5.5443269	5.8248834	5.0266274	5.9676031	6.0225911	5.8789624	5.0007111	5.7177113	5.776225	5.8201973	5.6054436	5.8210259	6.0481698	5.59184	6.0292959	5.6725353	5.7521561	5.6735316	5.9057827	6.0597754	5.7107088	5.5360749	5.7337524	5.7338728	5.9259207	5.7483013	5.8731939
C56:7 TAG	6.0305602	6.0272207	6.4229724	5.3030573	5.6504602	5.6591812	6.0988045	5.5156358	5.3241471	6.1069339	5.6022353	5.6772724	5.9116564	6.8987893	6.5856341	5.39522	5.50481	5.6582179	5.8380159	5.6192383	6.1591067	5.0331596	5.8713371	5.4933845	5.5916943	6.1351051	5.7911041	6.0869896	5.9448082
C56:6 TAG	5.8055079	5.9891386	5.6847102	5.3493283	5.7517762	5.8401583	6.4425148	5.6262813	5.2715134	5.7456356	5.7331017	6.0638344	6.0214541	6.8473374	6.5917077	5.6290849	5.5130432	5.8597828	5.5425209	5.8090912	6.2853279	5.4114974	6.1210968	5.5448772	5.7299951	5.8633092	5.7763844	6.3520529	6.0840066
C56:5 TAG	5.5919495	5.8383083	5.9467511	5.5663692	5.544789	5.7948263	6.3245255	5.3465811	5.1730523	5.9812603	5.6694764	6.202897	6.0200169	7.0395549	6.4451454	5.5238908	5.1074375	5.6937971	5.6738524	5.5427455	6.2593285	5.2524506	5.9974496	4.9750978	5.749853	5.9015694	5.8741717	5.9837148	6.3080632
C56:4 TAG	5.931925	5.5908433	5.9950703	5.9185745	5.2851613	5.6416886	6.3904604	5.2221293	5.253519	5.6317561	5.9215732	6.4256479	6.0198775	7.3787688	6.2727667	5.8353503	5.3499178	5.745813	5.5719994	5.6283507	6.1272341	5.352476	5.9267198	5.5977715	5.5398488	6.102696	5.8384481	6.3702612	6.1596048
C56:3 TAG	5.851915	5.7577152	5.6879448	6.0436641	5.0710906	5.6841386	6.2968057	5.2839527	5.4889365	5.8060063	6.2365156	6.2118923	5.8801185	6.9099327	5.9638746	5.975526	5.5526274	5.5580497	6.0939459	5.7655585	5.7999989	5.187338	5.8082782	6.2852774	5.6632073	6.1842561	6.1595039	6.171223	6.0030302
C56:2 TAG	5.8151948	6.0514859	5.2854859	5.531883	5.155652	5.6895102	5.6123291	5.4381765	5.4269455	5.7171111	6.3805476	6.210392	5.9577683	6.9752881	5.913156	5.9114143	5.6547087	5.732038	6.3857252	5.8214538	5.4055271	5.51416	5.6119001	6.5260782	5.8550375	6.6442307	5.669253	6.3075303	6.1709389
C58:8 TAG	5.8839763	5.8891742	5.9058748	5.0929322	5.596675	5.8435668	6.0666231	5.3214681	5.1168109	5.9975816	5.5376208	5.923512	5.9607686	6.9746481	6.7620602	5.38151	5.1908695	5.7474773	5.6018348	5.3555774	6.5467665	5.2472332	5.655223	5.4075664	5.4418099	5.9140407	5.8161536	6.3322257	6.243322
C58:7 TAG	6.1686862	5.9723275	5.5315683	4.9810738	5.4813673	6.1864343	6.258526	5.0495372	4.8802848	5.4219827	5.9401629	5.9159831	5.9792672	6.8220947	7.1035343	5.3332461	4.7039198	5.6888604	5.3336179	5.639801	6.4531622	5.1354081	6.1024694	5.5441645	5.3868151	6.1466866	6.2326592	6.3028265	6.1769863
C58:6 TAG	5.7614049	5.7725311	5.52853	5.4651323	5.5039193	5.8077679	6.3486506	5.1911306	5.1151155	6.1113676	5.4986134	6.1303356	5.9509999	7.0500242	6.6811556	5.3857824	5.1538239	5.6368323	5.4305931	5.4988886	6.4426441	5.1395198	5.7539055	5.4766584	5.7279338	5.8806887	5.9056971	6.2948645	6.423505
