CAL851	HCC2218	HCC70	KPL1	EFM192A	CAL51	EFM19	CAL120	JIMT1	HDQP1	ZR751	HCC38	HCC1143	HCC1187	HCC1395	HCC1500	HCC1806	HCC1937	HCC1954	AU565	BT549	MDAMB453	MDAMB468	T47D	BT20	CAMA1	MCF7	MDAMB157	MDAMB231
LAS1L	5.24031432933371	5.2585189247113	5.29535569289167	5.39266088071179	5.62935662007961	5.45022149589718	5.79545527204412	5.98481717429359	6.25625587320273	4.39163026151743	4.73443866613717	5.23993261348524	6.21179097625254	5.47540919340106	5.28909670241999	5.3547342399706	4.08491465976794	5.15987133677839	5.74819284958946	5.60050764534579	5.77741971551583	5.36667191611176	5.64472154721798	4.81352468929781	5.25927248703759	5.63749432520631	5.4036085835437	6.46532151358055	5.73876783680019
ENPP4	3.45680614923047	2.13422093976063	3.33628338786443	1.35049724708413	2.30158764660319	3.08236196955747	2.09085343045111	2.67355642399014	1.13750352374994	3.08915913191124	3.17472598770613	3.89044669267991	3.31034012061215	1.15055967657538	0.815575428862572	2.74416109557041	1.0071955014042	3.22342254993494	3.27351588970212	0.75702324650746	2.51096191927738	0.992768430768924	3.71259578044703	2.41683974191283	0.0285691521967709	3.44095219802964	2.27202318906105	1.37295209791183	1.74416109557041
SEMA3F	2.26303440583379	4.65133876610593	5.49984588708321	3.79493566280354	4.85399564717639	3.8499992594661	6.15825622881134	2.23878685958712	5.24069594421251	3.17632277264046	5.44724856860178	3.75595576955096	2.94860084749336	4.30231905094883	3.35614381022528	5.41278152533848	3.5981269599196	4.67694435910691	6.12453492852952	5.6406787642337	4.8499992594661	6.44310931333536	5.46695333712393	5.1906148602095	3.99729240763651	5.18626283566979	4.48091134604775	2.61353165291793	1.60880924267552
CFTR	0.0285691521967709	0.263034405833794	0.0285691521967709	0	0.27500704749987	2.7158933705476	0.0840642647884745	0.0285691521967709	0	0.01435529297707	0.22650852980868	0.01435529297707	0.0285691521967709	0.963474123974886	0.0840642647884745	2.51853513898218	0.0285691521967709	0	0.137503523749935	0.0426443374084937	0.070389327891398	0.16349873228288	0.0976107966264223	0.01435529297707	0.070389327891398	0.124328135002202	0.01435529297707	0.321928094887362	0.0426443374084937
ANKIB1	3.69376571221778	2.65992455840238	4.9387562614923	4.64846544302731	4.40190347160796	4.74523733212975	3.89530262133331	4.43562859405209	3.97361127551947	4.87036471958341	4.42693561964834	6.41734621727028	3.34482849699744	5.8646814055726	4.75328361646088	5.11519974938545	3.42223300068305	4.10097764772482	4.70653055253812	4.92599941855622	4.3212065669699	3.87676249078156	4.17392693199981	3.67807190511264	4.0686708106651	4.50398470389761	4.55642941544957	5.17032569441556	4.50016467949217
CYP51A1	5.03650333373899	5.13134253912326	6.85249829878989	5.67553368622549	5.53231695933277	5.52324829260521	4.67976157351685	5.75702324650746	4.02591469875079	4.16671544496642	5.63546419816788	6.89554498925339	5.22032995487956	6.27239650903749	6.01457846492289	5.85349670370232	3.61706334388818	4.32984117653063	5.80322703643493	6.63023071585969	6.01390884549064	5.49793165189628	5.26228280642066	4.94345253855882	4.51790555352995	5.68565987743181	5.90544717873885	5.71232064074163	4.86789646399266
KRIT1	3.8972404255748	2.61353165291793	5.57531233068744	4.73443866613717	4.50398470389761	5.42995065740377	4.2349610948395	4.02502879449152	3.51727569320958	4.11353381959191	5.37469175209693	6.17132694023331	3.44890095114513	5.35579154675365	5.33664044640874	5.90062533253607	3.88752527074159	4.39848719001897	5.12391445900198	5.29278174922785	4.37295209791183	4.84046323386954	4.15946772926677	4.57288966842058	4.56010351346474	5.14974711950468	4.68088692071969	5.25701061820602	4.53543091487128
RAD52	1.90689059560852	2.70265754339091	3.42492208821069	3.01077983875324	2.90303827011291	4.59036248846375	4.21567859660793	3.73335434061383	3.09423606984577	3.08915913191124	4.90592847817314	3.17472598770613	4.52919626799939	4.44890095114513	3.47897180503294	3.94673086014031	2.3533232911629	4.49697358099828	3.28392177230762	3.73443866613717	2.40871186102943	3.30888505741176	2.64154602908752	3.64961545906341	3.21412480535285	2.72246602447109	3.1243281350022	2.56071495447448	2.67807190511264
BAD	5.62351574149055	5.80658184262093	5.74658149978581	5.95582424080644	5.8293421939028	5.70901486490327	5.65105169117893	6.57621978120958	6.66006722293064	4.95698592461258	5.70818723602071	6.78424222205778	4.98777561614291	5.82043428407604	6.79792086344944	6.76221591572778	5.45582036508492	6.46188866443282	5.96254902292306	6.30359811699249	6.309067020588	6.51633038682594	6.27835652801072	6.37538702682888	5.8804406478879	5.44228003525258	5.94321808742628	6.19731499947382	6.88679398997529
LAP3	4.86591881455221	4.85199883711245	5.98800293750806	5.59693514238723	5.82908844400489	5.11603199344711	4.55949181320504	5.79882817809111	4.75274859140713	5.8626993409766	5.88557436437143	5.89311947583592	6.09508049190142	6.11665586158262	5.53387477725855	4.90689059560852	4.4262647547021	6.40820234485218	6.75194568161502	5.76500424625004	6.06802583857736	5.50175758573866	5.83162393682075	4.97315203787724	6.16208916202821	5.9986468390058	5.67412163263239	5.67157644813065	6.33324481699638
