CAL851	HCC2218	HCC70	KPL1	EFM192A	CAL51	EFM19	CAL120	JIMT1	HDQP1	ZR751	HCC38	HCC1143	HCC1187	HCC1395	HCC1500	HCC1806	HCC1937	HCC1954	AU565	BT549	MDAMB453	MDAMB468	T47D	BT20	CAMA1	MCF7	MDAMB157	MDAMB231
ABI1	4.64992145101621	4.80192644554548	5.30498982684954	4.26421603068475	4.61582491866566	4.11841487298944	5.13689776586594	4.45774100148824	4.51814733988541	4.41954983632191	4.88724732731636	4.37848606873755	4.43896884116974	4.85456225548101	4.42335670129359	4.96831772951903	4.62847077127374	4.85210530733533	4.48652157453807	4.27487879837539	4.27203109613726	4.52073398445553	4.45768384072749	4.33518081308335	4.96446798428125	4.55888118511203	4.19207299268153	3.96561307617176	4.52981395322228
ABI2	3.68036093142238	3.72017952738543	2.71821446927041	4.01399725074253	4.2816887476268	4.72351068348883	4.19010762828242	4.71775397379319	4.36522943822545	3.36267640192783	4.53740948987494	4.40884066398474	3.04615282955841	3.81100742165974	4.96473524578095	4.11141014084936	4.12536972829382	4.54420406272746	4.64969578938911	3.75110343701766	4.03890223659526	5.31769633149801	4.35279753773743	4.51140599280215	3.87431573319511	3.79156317978661	3.84035833779964	4.89336978651694	4.41506115198213
ABL1	3.19177204091212	4.75005139442071	4.31537206569865	4.10224877673201	5.29012803268723	4.44318742108094	5.44980417336146	3.68974069605649	4.04544839719322	2.96141922253421	4.17022733074118	2.83782919566948	4.27461430930881	4.77219600093932	4.81221379979054	5.25348820606667	3.62216533060732	4.74199273383079	4.47341635480084	4.1664202904475	5.39339117919613	4.69731028422874	4.20180929753848	4.68780743373203	4.94895368985939	5.48097886528936	4.17585544117604	4.56157434037004	4.27756887638448
ABR	3.46195246259022	4.07601268406327	3.8328107594702	4.64214058330846	3.58113557051235	4.04298856152738	4.20483302319955	3.78679080171722	3.57585384219329	2.90760280627253	4.69630107352815	3.98551497477228	4.90455094633229	3.03022877206345	4.57549132391891	4.1721397505571	3.58847103709291	3.23902129459571	3.40732592932862	3.37958537962841	4.35802300196459	3.86897237088621	3.90489621515651	4.30485167048108	4.18194548624626	3.92491926245233	5.46905890707697	4.55566694544009	5.21848585837287
ABRAXAS1	4.08683817008017	2.9304369109439	4.61465020008031	4.29552035724034	3.10876948976737	4.68688335109599	4.93884053557614	4.32021618225203	4.27104376640292	4.25998727500772	3.35499452277138	3.95051018669837	4.35600325387852	3.49986771791477	3.7450312548026	4.56841514884834	4.58894785814215	4.33136345334458	4.36599254423541	3.4603482787296	4.55775456543744	3.42592884360212	4.48533178499892	4.1139111493054	4.03144777455849	3.90727553302109	4.15658834214063	4.73194704229753	3.78758090212873
ABRAXAS2	3.13658559521898	5.39159968983039	4.30941636596741	4.58052249467312	5.49112444541737	4.45295147429764	4.16782331542559	3.85065440815689	4.00700653571719	4.21321234480655	5.63346548873349	4.24663178506595	3.65583318960556	3.93655351099616	5.10677818106645	4.10309194792919	3.59262751751324	4.11052113432265	4.17483232458587	4.40886235652812	4.40363546458716	4.78598147474427	4.07820076673305	4.48683745264245	3.75722222100031	5.20734568134454	4.69318606860027	4.42822968897307	4.2144598845676
ABT1	3.69139496930295	4.44246631700217	3.98635156206636	3.88297860544098	4.14037190604481	3.93949005450123	4.24560176287456	4.48415107640473	4.81674279295627	4.56036949201744	3.47772183681327	4.53337184612338	4.71967859753355	4.18792790173882	3.95359898411829	3.55737114373494	4.95843621380539	3.78534654769435	4.20189614200606	4.8563438927608	3.99856835580407	4.22472675414249	4.12613566678716	3.87438804382522	4.2219287269639	3.49303710127842	3.54492617412338	4.26606036217297	4.55083858755707
ACAA1	5.31292827219159	4.56588607187052	4.99189961349236	4.70811005873667	4.90575966553618	4.13133324811816	4.77912396357832	2.93280567216664	4.57614263648347	5.17361929660943	4.5641769744061	4.86777788234482	4.38040646834457	4.79017068152566	3.09218620690207	4.4979749080474	4.84705542008801	4.97095792865323	4.67390988276377	6.48936395052327	3.5430329479977	4.8453431828204	4.14774131319651	4.21823093926661	4.15187566296669	5.04146166528547	4.80639336103816	4.23438304430723	3.91681706555306
ACAA2	5.06538771234793	5.5064232729664	4.23503652084695	6.09160280767489	4.08339674669982	5.48106244903774	5.93923183577904	3.81445337344071	3.48190733612894	5.17696614423973	2.6486838393874	3.74747504961998	5.20188075106514	6.29921361397348	2.0389376925915	3.64527487394824	4.0655134491972	4.46843757505547	2.7792038440122	5.83408543304382	3.8976114377095	1.39790879082884	4.51334882173074	3.48204040052135	4.38306963247827	4.58299437589193	4.92987347976134	3.71370300428956	3.25744130879761
ACACA	3.55930947401783	4.3341019224818	4.10656835893356	3.89461011067292	4.64733367524275	4.46642394334205	4.15167786541684	4.09711002011419	4.20770261444462	3.41114738234898	4.90546338072961	4.62800878282339	3.95544929089769	4.38609497109741	3.86278025175582	3.5016652868791	3.00181248927791	3.47661660634263	4.83875924291672	4.14362044495871	4.94698522440989	4.07946363391336	3.57193754825444	5.36948110192055	3.76007033811036	4.29236489998698	3.92540963457037	4.39080374439912	5.11788735539778
ACACB	3.39364368037165	5.73065515986302	4.15376156805324	3.8589357613445	3.87563798071855	4.4584626344833	3.75748733784199	4.0006502342215	4.18513612491711	2.71057346523049	5.08704659259833	4.50081820488538	3.94650674706926	4.45569651356082	3.47387371105733	3.47755694518235	2.64442133079696	3.52742871933495	4.73566939889609	4.21371886748659	5.09622594462253	4.14707185003989	3.78478150548368	5.5045283592851	3.37229810178121	4.27134880435414	4.30708563680605	4.46656883831183	5.12772948087124
ACAD10	4.39251283336196	4.56821496990548	5.00257031105444	4.77512504604314	3.75855568423266	4.38506322412912	4.13727258350286	3.68768731950022	4.11679801155635	4.83105833027955	4.20474792897677	3.23363875293054	3.81389247294859	3.18512763594485	3.18111231461893	3.42387934268261	4.59455981696344	4.57542993526211	3.8593060184755	4.24905471518792	3.62181277232111	4.03781365919527	4.10706363828624	4.60383347662898	3.92755315928833	4.88113229652406	4.37908561767139	3.58877454658167	2.66591550696734
ACAD11	3.39652505607655	3.82934507384479	3.44987716957916	4.4120559339106	2.91983479529705	4.86883942033847	4.14057154863275	4.36723183664827	4.34508917116204	3.83269890824466	2.73752902015489	4.66029380142582	3.82167995896026	2.42500042179945	0.98139484351498	2.80304894854799	3.7322076260876	3.66630931222831	4.0551501202642	3.72679019788612	4.81139354875158	3.37337232518645	3.31169756204382	5.46973005367409	3.89253947295855	4.41946551289807	3.7815643355556	3.99500093915656	4.24189900891712
ACAD8	4.48324033043474	3.66270859959102	4.36638289147434	4.32696125562954	3.40796318239439	4.04905262668271	5.84236616497656	4.81080036216514	4.26387537871254	4.70466779945145	4.21258338287597	2.95261414229743	3.24817100271583	4.78321454772495	2.57377833776091	4.02637122240017	4.28125459007606	5.55476445093942	3.87624968679327	4.0407670941127	3.17996094799669	4.03324242143464	4.67935455980457	4.19795639604798	5.04237028346405	4.0939990010796	4.70600628924344	3.73373089418838	4.5174454159152
ACAD9	4.49996721560725	3.57800504239621	4.54162225079144	4.83611230580512	3.82746942803417	4.37072758810025	5.17808664795418	4.26725948049091	4.04276268366607	5.17292121094571	3.62506348730171	4.30902006863021	4.73647215306472	3.65081021701256	4.00743534599839	2.74901443395281	5.01161111466509	5.19508986400346	4.11109285787678	4.14563218437377	3.85462101963653	3.78877651513133	4.19133138013973	4.60449788699214	4.65076681747189	4.48843164064629	4.81860065762336	3.55459829155388	4.28797316897546
ACADM	4.90143759229733	3.48551322535847	5.52756785181666	3.43942723024794	3.40468383468066	4.52617960481553	4.85597631346872	4.04831735360489	3.40469597037761	5.58431383366775	3.58882160827775	3.80607334767114	3.70441705222613	5.17454307236755	2.96216676479485	4.31477143953854	4.50016131045276	4.50264211360207	3.97661420100304	4.56226690545857	3.72218951677044	2.07825056482279	4.50666666063719	3.3494989539322	3.8316296400998	4.17327633300182	3.29606244193661	4.05639048748599	3.12719038673771
ACADS	5.0327553041577	2.83254915589856	4.03535257851372	4.72581748132386	2.67740705441112	4.88577403916944	5.42451114889252	2.86839535136552	4.71156684662514	5.32060793439004	1.4086685022309	3.76427909236333	5.03720934469612	2.20377591320604	3.82537327940559	4.11763131417082	5.10128655457881	4.98174380249381	1.89294804111977	2.79189476329649	2.79494379100739	2.00636569298554	4.09330016124171	3.07676655661929	2.36485218988526	3.72563363100243	5.37878600704966	3.86005799344762	4.0688000147103
ACADSB	3.33669023460918	8.07274001254825	2.42923929746436	4.87332493551188	4.61290183451321	4.94727265579832	5.28587638337412	3.35957306480462	4.13961666744463	4.79951624233679	4.57214360891433	3.75955083230743	2.72522099149011	2.90445280474281	3.45354230027088	5.47173377907592	5.24351891358714	5.23046136209554	3.52846826302009	3.58485470013279	3.12512087413464	5.8733059576463	3.69399054814294	4.70287376926664	3.87008208426167	4.98699707498027	4.95462646844584	3.79707038873747	3.82782896169351
ACADVL	5.55357718059739	4.4283389553136	4.22357284709129	5.08241651901135	3.91557710694761	3.96416253091738	5.03679970044912	4.33964379738629	4.3591283784064	6.01129067908777	3.75362142899498	4.90164747682304	5.47517590704164	3.95619839977925	3.45220848425532	3.56651700567354	5.58750966747285	4.87093696102542	4.96048703892278	5.72689358158478	3.83280144636685	3.07533811326352	4.43363687468742	4.57809715603232	5.15369341508933	3.51897032846242	5.20126085354423	4.37603021892986	4.23805293436145
ACAP2	3.63092211893647	5.14100625846629	4.61117575779523	3.876257441925	3.46534845382545	4.31020961114727	3.66233258387035	3.94624646565016	4.50164670585254	3.97485048507522	4.76546287014128	3.68954164751545	3.97009430001879	4.10289843478511	2.30274182990964	4.63929399005714	3.85970465399921	4.15244346243531	4.08253204856566	4.58027272451941	3.94796910280339	4.53627229135536	3.79360613743348	5.11881486549634	4.6931059285798	4.65035023004846	4.43668831123216	4.25705747591692	3.63944892106828
ACAT1	4.92126712459508	4.27105251484414	3.88858166142425	3.63864085967083	4.02520282897628	4.32243971382782	3.99065760421686	4.57012311404311	4.30510271470194	3.66055980447668	3.72515621803235	3.33338204500351	2.72658886874616	2.63361551945067	3.56937013061419	3.97933413813192	4.95924357128222	4.11359883083068	3.71512132766014	5.10384730774804	3.80952825082891	4.0454447315438	3.9394218307297	5.14433743412099	4.11495838984498	4.30092174253781	3.26133282262141	3.50236878150117	4.14399176477036
ACAT2	3.93501877115686	3.75781923197127	5.54994778983458	3.62808252855259	2.94571244063934	4.112787380692	4.02652374647908	4.21489084338764	4.28726835189488	3.71623071589345	4.61457822299007	3.09729186311293	4.64194699407377	5.18727611232062	5.0428659070204	5.12996199356843	2.80661311997644	3.13132714717535	4.14100051931596	3.80885924085505	4.96640952414033	3.99094055570053	5.22860774642504	5.20619835852509	4.80340242446401	3.76614614301224	4.40861001047214	4.38754010970998	3.59233808738457
ACBD3	4.78914438146194	5.72622832161479	4.51367757364052	4.9642490951489	5.48915028820225	3.85163170510051	4.57160041080392	4.26799803832108	4.08431493602172	4.44292361995984	5.27836901962834	4.02359478343003	4.07843239725189	4.63071444726468	4.06734739132722	4.20147662371353	4.8318606006995	4.91808161070742	4.92372971759426	4.49569717091668	4.35298178036296	5.33869639727253	4.32697368541478	4.87551078563135	4.18973871604711	4.98130274474557	4.43728507075649	4.77062384741221	4.35371520281042
ACBD5	5.32889045261375	5.16847075397859	4.83964454035563	4.8912798475707	5.44175374560813	4.09910844317998	4.74110535618327	4.02713163125147	4.24092676941232	5.02942569897128	4.30798402443349	5.31078705405441	5.60210985897417	4.13499270963444	3.67875895579181	4.98533113942907	3.76994012898957	4.0977703225534	4.65422561069828	4.30729645530947	3.80314765958476	4.18629320805241	3.95860624229975	4.22396737600325	5.5656350106083	4.18583399022935	5.07739188988505	3.77999028510728	4.59002858860042
ACBD6	2.98855208162583	4.47981526462232	3.83512430813606	3.43410440580456	4.58788242080145	4.17542703829746	3.23635626912915	3.95509081782849	3.91884819411205	3.30627942330083	4.74180044462371	3.37505593033747	3.04905067309571	4.13967109138859	4.4975244881886	5.05058024229932	2.88163967862681	3.33694477578201	4.09493464139027	4.32125926366302	4.40887917715214	4.46063341774254	4.50432134535023	5.30282605411975	4.29156785606912	4.62061839448211	4.15968496227178	5.23205976418318	4.67512351734996
